company,lens_id,pub_number,title,abstract,pub_type,status,assignee,jurisdiction,filing_date,filing_year,pub_date,pub_year,cpc_codes,tech_category,inventor_count,family_id,family_size,priority_date,grant_date,expiration_date,inventors,claims_count,cited_by_count
Astra Space,14616048,US10006291,SMALL SCALE HIGH SPEED TURBOMACHINERY,,grant,granted,"Astra Space, Inc.",US,2015-02-06,2015,2018-06-26,2018,F01D5/028|Y10T29/4932|B23P2700/12|F01D5/048|F01D5/147|F01D9/045|F04D13/043|F04D29/242,Manufacturing,4,,1,2015-02-06,2018-06-26,,Adam P. London; Lloyd J. Droppers; Matthew K. Lehman; Amitav Mehra,0,0
